neighbourhood,unique_amenities
Agronomia,"{'Cortesía shampoo', 'Clothing storage: closet', 'Heating', '42 inch TV with Netflix, Amazon Prime Video', 'Patio or balcony', 'Air conditioning', 'AC - split type ductless system', 'Private pool', 'Portable heater', 'Outdoor dining area', 'Clothing storage: wardrobe', 'Coffee maker: espresso machine', 'Paid parking on premises', 'Central air conditioning', 'Shared outdoor pool - available seasonally, open 24 hours, rooftop', 'Clothing storage: dresser', 'Dishwasher', 'Stainless steel double oven', 'Laundromat nearby', 'Cortesía conditioner', 'Wifi', 'Altro gas stove', '40 inch HDTV with standard cable', 'Radiant heating', 'Single level home', 'Outdoor shower', 'Sound system with aux', 'Children’s books and toys for ages 2-5 years old, 5-10 years old, and 10+ years old', 'Pack ’n play/Travel crib - available upon request', 'Paid parking lot off premises', 'Game console: PS3', 'Coffee maker: Nespresso', 'Stainless steel single oven', 'HDTV with standard cable', 'Books and reading material', 'Sun loungers', 'Dedicated workspace', 'HDTV', 'Breakfast', 'Paid washer – In building', 'Dryer', 'Table corner guards', 'Pets allowed', '32 inch HDTV with Netflix, premium cable, standard cable', 'Shared backyard', 'Heating - split type ductless system', 'Stainless steel gas stove', 'Paid parking off premises', 'Ceiling fan', 'Courtyard view', 'BBQ grill: charcoal', 'Sound system with Bluetooth and aux', 'Changing table', 'Outdoor playground', 'Stainless steel electric stove', 'Bathtub', 'Window AC unit', 'Shared gym in building', 'Exterior security cameras on property', 'Coffee', 'Blender', 'Drying rack for clothing', 'Private gym in building', 'Bidet', 'Stainless steel oven', 'Outdoor furniture', 'Long term stays allowed', 'Toaster', 'Free washer – In unit', 'Shared hot tub', 'Pack ’n play/Travel crib - always at the listing', 'City skyline view', 'Shared backyard – Not fully fenced', 'Noise decibel monitors on property', 'Paid street parking off premises', 'Park view', 'TV', 'Baking sheet', '55 inch HDTV with Amazon Prime Video, Netflix, premium cable', 'Dishes and silverware', 'Microwave', 'Private backyard – Not fully fenced', 'Shared BBQ grill: charcoal', 'Portable fans', 'Shared outdoor pool - available seasonally, open 24 hours', 'Sony sound system with aux', 'Shared outdoor pool - available seasonally', 'Marina view', 'Electric stove', 'Luggage dropoff allowed', 'Self check-in', 'Freezer', 'Conditioner', 'Stove', 'Refrigerator', 'Fast wifi – 431 Mbps', 'Single oven', 'Paid dryer – In building', 'Industrial stainless steel gas stove', 'Free parking on premises', 'Crib - always at the listing', 'Essentials', 'First aid kit', 'Clothing storage: closet and wardrobe', 'BBQ grill', 'Private BBQ grill: charcoal', 'Free washer – In building', 'Sound system', 'Shared patio or balcony', 'Window guards', 'Shared outdoor pool - available all year, open 24 hours', 'HDTV with Netflix, Amazon Prime Video, Apple TV, Chromecast, Disney+, standard cable', '43 inch HDTV', 'Oven', 'Shared pool', 'Hangers', 'Gym', '32 inch TV with standard cable', 'Shower gel', 'Lock on bedroom door', 'Dove shampoo', 'Shampoo', 'Smoke alarm', 'Coffee maker: pour-over coffee', 'Crib - available upon request', 'Paid parking garage off premises', 'Iron', 'Coffee maker: drip coffee maker, pour-over coffee', 'Fire extinguisher', 'Clothing storage: walk-in closet', 'Baby safety gates', 'Kohinnor refrigerator', 'Coffee maker', 'Free washer', 'Garden view', 'Room-darkening shades', 'Coffee maker: french press', 'Piano', 'Lockbox', '55 inch HDTV with Chromecast, HBO Max, Netflix, premium cable', 'HDTV with Netflix, Chromecast', 'Gas stove', 'Barbecue utensils', 'Elevator', 'Dining table', 'Shared BBQ grill: charcoal, wood-burning', 'Private entrance', 'Fast wifi – 409 Mbps', '43 inch HDTV with Netflix', 'Smoking allowed', 'Safe', 'Portable air conditioning', 'Carbon monoxide alarm', 'Pocket wifi', 'Clothing storage', 'Fireplace guards', 'Hair dryer', 'Free street parking', 'Coffee maker: drip coffee maker', 'Exercise equipment', 'Clothing storage: closet and dresser', 'Cooking basics', 'Paid parking lot on premises', 'Other gas stove', 'Mosquito net', 'Fast wifi – 412 Mbps', 'Cleaning available during stay', 'Crib', 'HDTV with Amazon Prime Video, Apple TV, Chromecast, Disney+, Netflix', 'Philips Whirlpool refrigerator', 'LG refrigerator', 'Extra pillows and blankets', 'Host greets you', 'Backyard', 'Ethernet connection', 'Board games', 'Free carport on premises – 1 space', 'TV with standard cable', 'Bed linens', 'Otro stainless steel electric stove', 'Cleaning products', 'Children’s books and toys', 'Shared backyard – Fully fenced', 'Paid crib - available upon request', 'Pool', 'Hot water kettle', 'Clothing storage: walk-in closet, closet, wardrobe, and dresser', 'Kitchen', 'Washer', 'Children’s dinnerware', 'Dove conditioner', 'Paid parking garage on premises', 'Private patio or balcony', 'Wine glasses', 'Indoor fireplace: wood-burning', 'Body soap', 'Hot water'}"
